INSTRUMENTID,TRADEFEERATIO,TTRADEFEERATIO,COMMODITYDELIVFEEUNIT,SPECLONGMARGINRATIO,HEDGLONGMARGINRATIO,COMMODITYDELIVFEERATIO,PRODUCTID,PRODUCTNAME,TTRADEFEEUNIT,TRADEFEEUNIT,HEDGSHORTMARGINRATIO,SETTLEMENTPRICE,UNIDIRECT,SPECSHORTMARGINRATIO,ISUNITODAY,trade_date
br2605,0.02,0.01,0,0.11,0.1,0,br_f,丁二烯橡胶,0,0,0.1,10940,1,0.11,0,20251013
br2606,0.02,0.01,0,0.11,0.1,0,br_f,丁二烯橡胶,0,0,0.1,10985,1,0.11,0,20251013
br2607,0.02,0.01,0,0.11,0.1,0,br_f,丁二烯橡胶,0,0,0.1,11140,1,0.11,0,20251013
br2608,0.02,0.01,0,0.11,0.1,0,br_f,丁二烯橡胶,0,0,0.1,11070,1,0.11,0,20251013
br2609,0.02,0.01,0,0.11,0.1,0,br_f,丁二烯橡胶,0,0,0.1,11185,1,0.11,0,20251013
ru2510,0,0,0,0.2,0.2,0,ru_f,天然橡胶,1.5,3,0.2,14165,1,0.2,0,20251013
ru2511,0,0,0,0.1,0.1,0,ru_f,天然橡胶,1.5,3,0.1,14195,1,0.1,0,20251013
ru2601,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,14990,1,0.1,0,20251013
ru2603,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,14945,1,0.1,0,20251013
ru2604,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,14960,1,0.1,0,20251013
ru2605,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,14975,1,0.1,0,20251013
ru2606,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,14930,1,0.1,0,20251013
ru2607,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,14930,1,0.1,0,20251013
ru2608,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,15000,1,0.1,0,20251013
ru2609,0,0,0,0.1,0.09,0,ru_f,天然橡胶,1.5,3,0.09,15005,1,0.1,0,20251013
nr2510,0.02,0.01,0,0.2,0.2,0,nr_f,20号胶,0,0,0.2,11960,1,0.2,0,20251013
nr2511,0.02,0.01,0,0.1,0.1,0,nr_f,20号胶,0,0,0.1,12085,1,0.1,0,20251013
nr2512,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12080,1,0.1,0,20251013
nr2601,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12100,1,0.1,0,20251013
nr2602,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12035,1,0.1,0,20251013
nr2603,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12085,1,0.1,0,20251013
nr2604,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12090,1,0.1,0,20251013
nr2605,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12095,1,0.1,0,20251013
nr2606,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12095,1,0.1,0,20251013
nr2607,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12115,1,0.1,0,20251013
nr2608,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12205,1,0.1,0,20251013
nr2609,0.02,0.01,0,0.1,0.09,0,nr_f,20号胶,0,0,0.09,12250,1,0.1,0,20251013
sp2510,0.05,0.025,0,0.2,0.2,0,sp_f,纸浆,0,0,0.2,4772,1,0.2,0,20251013
sp2511,0.05,0.025,0,0.1,0.1,0,sp_f,纸浆,0,0,0.1,4798,1,0.1,0,20251013
sp2512,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,4828,1,0.08,0,20251013
sp2601,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5098,1,0.08,0,20251013
sp2602,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5120,1,0.08,0,20251013
sp2603,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5132,1,0.08,0,20251013
sp2604,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5132,1,0.08,0,20251013
sp2605,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5170,1,0.08,0,20251013
sp2606,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5232,1,0.08,0,20251013
sp2607,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5158,1,0.08,0,20251013
sp2608,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5164,1,0.08,0,20251013
sp2609,0.05,0.025,0,0.08,0.07,0,sp_f,纸浆,0,0,0.07,5200,1,0.08,0,20251013
op2601,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4216,1,0.08,0,20251013
op2602,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4226,1,0.08,0,20251013
op2603,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4228,1,0.08,0,20251013
op2604,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4258,1,0.08,0,20251013
op2605,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4242,1,0.08,0,20251013
op2606,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4202,1,0.08,0,20251013
op2607,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4242,1,0.08,0,20251013
op2608,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4274,1,0.08,0,20251013
op2609,0.1,0.05,0,0.08,0.07,0,op_f,胶版印刷纸,0,0,0.07,4186,1,0.08,0,20251013
ec2510,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1133.1,1,0.2,0,20251013
ec2512,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1559.4,1,0.2,0,20251013
ec2602,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1358,1,0.2,0,20251013
ec2604,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1090.9,1,0.2,0,20251013
ec2606,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1254.5,1,0.2,0,20251013
ec2608,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1388.7,1,0.2,0,20251013
cu2510,0.05,0.025,0,0.2,0.2,0,cu_f,铜,0,0,0.2,85820,1,0.2,0,20251014
cu2511,0.05,0.025,0,0.1,0.1,0,cu_f,铜,0,0,0.1,85710,1,0.1,0,20251014
cu2512,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85690,1,0.09,0,20251014
cu2601,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85610,1,0.09,0,20251014
cu2602,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85570,1,0.09,0,20251014
cu2603,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85750,1,0.09,0,20251014
cu2604,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85680,1,0.09,0,20251014
cu2605,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85680,1,0.09,0,20251014
cu2606,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85390,1,0.09,0,20251014
cu2607,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84950,1,0.09,0,20251014
cu2608,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85220,1,0.09,0,20251014
cu2609,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85270,1,0.09,0,20251014
bc2510,0.01,0.005,0,0.2,0.2,0,bc_f,铜(BC),0,0,0.2,75040,1,0.2,0,20251014
bc2511,0.01,0.005,0,0.1,0.1,0,bc_f,铜(BC),0,0,0.1,76190,1,0.1,0,20251014
bc2512,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76240,1,0.09,0,20251014
bc2601,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76860,1,0.09,0,20251014
bc2602,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75800,1,0.09,0,20251014
bc2603,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75800,1,0.09,0,20251014
bc2604,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76520,1,0.09,0,20251014
bc2605,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75900,1,0.09,0,20251014
bc2606,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75880,1,0.09,0,20251014
bc2607,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76570,1,0.09,0,20251014
bc2608,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75800,1,0.09,0,20251014
bc2609,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76130,1,0.09,0,20251014
al2510,0,0,0,0.2,0.2,0,al_f,铝,1.5,3,0.2,20905,1,0.2,0,20251014
al2511,0,0,0,0.1,0.1,0,al_f,铝,1.5,3,0.1,20930,1,0.1,0,20251014
al2512,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20945,1,0.09,0,20251014
al2601,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20950,1,0.09,0,20251014
al2602,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20945,1,0.09,0,20251014
al2603,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20945,1,0.09,0,20251014
al2604,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20980,1,0.09,0,20251014
al2605,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20995,1,0.09,0,20251014
al2606,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20995,1,0.09,0,20251014
al2607,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21015,1,0.09,0,20251014
al2608,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21010,1,0.09,0,20251014
al2609,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20995,1,0.09,0,20251014
zn2510,0,0,0,0.2,0.2,0,zn_f,锌,1.5,3,0.2,22205,1,0.2,0,20251014
zn2511,0,0,0,0.1,0.1,0,zn_f,锌,1.5,3,0.1,22275,1,0.1,0,20251014
zn2512,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22310,1,0.09,0,20251014
zn2601,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22340,1,0.09,0,20251014
zn2602,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22370,1,0.09,0,20251014
zn2603,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22395,1,0.09,0,20251014
zn2604,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22415,1,0.09,0,20251014
zn2605,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22435,1,0.09,0,20251014
zn2606,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22475,1,0.09,0,20251014
zn2607,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22470,1,0.09,0,20251014
zn2608,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22475,1,0.09,0,20251014
zn2609,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22535,1,0.09,0,20251014
pb2510,0.04,0.02,0,0.2,0.2,0,pb_f,铅,0,0,0.2,17045,1,0.2,0,20251014
pb2511,0.04,0.02,0,0.1,0.1,0,pb_f,铅,0,0,0.1,17085,1,0.1,0,20251014
pb2512,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17095,1,0.09,0,20251014
pb2601,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17090,1,0.09,0,20251014
pb2602,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17115,1,0.09,0,20251014
pb2603,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17105,1,0.09,0,20251014
pb2604,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17115,1,0.09,0,20251014
pb2605,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17125,1,0.09,0,20251014
pb2606,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17145,1,0.09,0,20251014
pb2607,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17160,1,0.09,0,20251014
pb2608,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17170,1,0.09,0,20251014
pb2609,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17225,1,0.09,0,20251014
ni2510,0,0,0,0.2,0.2,0,ni_f,镍,1.5,3,0.2,120560,1,0.2,0,20251014
ni2511,0,0,0,0.1,0.1,0,ni_f,镍,1.5,3,0.1,121080,1,0.1,0,20251014
ni2512,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121210,1,0.1,0,20251014
ni2601,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121470,1,0.1,0,20251014
ni2602,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121680,1,0.1,0,20251014
ni2603,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122000,1,0.1,0,20251014
ni2604,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122110,1,0.1,0,20251014
ni2605,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122240,1,0.1,0,20251014
ni2606,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122600,1,0.1,0,20251014
ni2607,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122680,1,0.1,0,20251014
ni2608,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,123140,1,0.1,0,20251014
ni2609,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,123520,1,0.1,0,20251014
sn2510,0,0,0,0.2,0.2,0,sn_f,锡,1.5,3,0.2,281340,1,0.2,0,20251014
sn2511,0,0,0,0.1,0.1,0,sn_f,锡,1.5,3,0.1,282140,1,0.1,0,20251014
sn2512,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282320,1,0.1,0,20251014
sn2601,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282460,1,0.1,0,20251014
sn2602,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282390,1,0.1,0,20251014
sn2603,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282460,1,0.1,0,20251014
sn2604,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282290,1,0.1,0,20251014
sn2605,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282370,1,0.1,0,20251014
sn2606,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282730,1,0.1,0,20251014
sn2607,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282610,1,0.1,0,20251014
sn2608,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,283550,1,0.1,0,20251014
sn2609,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282990,1,0.1,0,20251014
ao2510,0.1,0.05,0,0.2,0.2,0,ao_f,氧化铝,0,0,0.2,2775,1,0.2,0,20251014
ao2511,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2783,1,0.11,0,20251014
ao2512,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2797,1,0.11,0,20251014
ao2601,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2807,1,0.11,0,20251014
ao2602,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2826,1,0.11,0,20251014
ao2603,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2897,1,0.11,0,20251014
ao2604,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2910,1,0.11,0,20251014
ao2605,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2918,1,0.11,0,20251014
ao2606,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2928,1,0.11,0,20251014
ao2607,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2937,1,0.11,0,20251014
ao2608,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2949,1,0.11,0,20251014
ao2609,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2967,1,0.11,0,20251014
ad2511,0.1,0.05,0,0.1,0.1,0,ad_f,铸造铝合金,0,0,0.1,20380,1,0.1,0,20251014
ad2512,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20440,1,0.07,0,20251014
ad2601,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20490,1,0.07,0,20251014
ad2602,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20485,1,0.07,0,20251014
ad2603,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20440,1,0.07,0,20251014
ad2604,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20420,1,0.07,0,20251014
ad2605,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20370,1,0.07,0,20251014
ad2606,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20420,1,0.07,0,20251014
ad2607,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20340,1,0.07,0,20251014
ad2608,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20495,1,0.07,0,20251014
ad2609,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20410,1,0.07,0,20251014
au2510,0,0,0,0.2,0.2,0,au_f,黄金,10,20,0.2,942.4,1,0.2,0,20251014
au2511,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,939.32,1,0.14,0,20251014
au2512,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,940.64,1,0.14,0,20251014
au2602,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,943.96,1,0.14,0,20251014
au2604,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,946.46,1,0.14,0,20251014
au2606,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,947.86,1,0.14,0,20251014
au2608,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,952.96,1,0.14,0,20251014
au2610,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,952.34,1,0.14,0,20251014
ag2510,0.05,0.025,0,0.2,0.2,0,ag_f,白银,0,0,0.2,11714,1,0.2,0,20251014
ag2511,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11696,1,0.14,0,20251014
ag2512,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11697,1,0.14,0,20251014
ag2601,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11724,1,0.14,0,20251014
ag2602,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11734,1,0.14,0,20251014
ag2603,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11775,1,0.14,0,20251014
ag2604,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11788,1,0.14,0,20251014
ag2605,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11796,1,0.14,0,20251014
ag2606,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11791,1,0.14,0,20251014
ag2607,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11829,1,0.14,0,20251014
ag2608,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11813,1,0.14,0,20251014
ag2609,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11799,1,0.14,0,20251014
rb2510,0.1,0.05,0,0.2,0.2,0,rb_f,螺纹钢,0,0,0.2,2975,1,0.2,0,20251014
rb2511,0.1,0.05,0,0.1,0.1,0,rb_f,螺纹钢,0,0,0.1,2997,1,0.1,0,20251014
rb2512,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3043,1,0.07,0,20251014
rb2601,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3060,1,0.07,0,20251014
rb2602,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3067,1,0.07,0,20251014
rb2603,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3087,1,0.07,0,20251014
rb2604,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3102,1,0.07,0,20251014
rb2605,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3116,1,0.07,0,20251014
rb2606,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3130,1,0.07,0,20251014
rb2607,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3139,1,0.07,0,20251014
rb2608,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3151,1,0.07,0,20251014
rb2609,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3161,1,0.07,0,20251014
wr2510,0.04,0.02,0,0.2,0.2,0,wr_f,线材,0,0,0.2,3069,1,0.2,0,20251014
wr2511,0.04,0.02,0,0.1,0.1,0,wr_f,线材,0,0,0.1,3270,1,0.1,0,20251014
wr2512,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3309,1,0.09,0,20251014
wr2601,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3329,1,0.09,0,20251014
wr2602,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3370,1,0.09,0,20251014
wr2603,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3361,1,0.09,0,20251014
wr2604,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3369,1,0.09,0,20251014
wr2605,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3364,1,0.09,0,20251014
wr2606,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3360,1,0.09,0,20251014
wr2607,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3390,1,0.09,0,20251014
wr2608,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3431,1,0.09,0,20251014
wr2609,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3430,1,0.09,0,20251014
hc2510,0.1,0.05,0,0.2,0.2,0,hc_f,热轧卷板,0,0,0.2,3442,1,0.2,0,20251014
hc2511,0.1,0.05,0,0.1,0.1,0,hc_f,热轧卷板,0,0,0.1,3282,1,0.1,0,20251014
hc2512,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3262,1,0.07,0,20251014
hc2601,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3240,1,0.07,0,20251014
hc2602,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3240,1,0.07,0,20251014
hc2603,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3243,1,0.07,0,20251014
hc2604,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3241,1,0.07,0,20251014
hc2605,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3251,1,0.07,0,20251014
hc2606,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3245,1,0.07,0,20251014
hc2607,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3273,1,0.07,0,20251014
hc2608,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3277,1,0.07,0,20251014
hc2609,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3270,1,0.07,0,20251014
ss2510,0,0,0,0.2,0.2,0,ss_f,不锈钢,1,2,0.2,12315,1,0.2,0,20251014
ss2511,0,0,0,0.1,0.1,0,ss_f,不锈钢,1,2,0.1,12565,1,0.1,0,20251014
ss2512,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12590,1,0.07,0,20251014
ss2601,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12680,1,0.07,0,20251014
ss2602,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12745,1,0.07,0,20251014
ss2603,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12815,1,0.07,0,20251014
ss2604,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12885,1,0.07,0,20251014
ss2605,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12945,1,0.07,0,20251014
ss2606,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13025,1,0.07,0,20251014
ss2607,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13100,1,0.07,0,20251014
ss2608,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13125,1,0.07,0,20251014
ss2609,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13230,1,0.07,0,20251014
sc2511,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,451.8,1,0.11,0,20251014
sc2512,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,452.5,1,0.11,0,20251014
sc2601,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,452.5,1,0.11,0,20251014
sc2602,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,453,1,0.11,0,20251014
sc2603,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,452.7,1,0.11,0,20251014
sc2604,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,453.6,1,0.11,0,20251014
sc2605,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,454.5,1,0.11,0,20251014
sc2606,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,455.6,1,0.11,0,20251014
sc2607,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,454.8,1,0.11,0,20251014
sc2608,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,455.3,1,0.11,0,20251014
sc2609,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,454.6,1,0.11,0,20251014
sc2610,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,449.7,1,0.11,0,20251014
sc2612,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,452.6,1,0.11,0,20251014
